house_type,area_sqft,num_bedrooms,age_years,distance_to_city_km,crime_rate_index,price_usd
Apartment,1455.4,1.0,24.2,,4.86,161000.0
Villa,1178.0,5.0,27.5,5.43,1.16,244900.0
Bungalow,1344.9,2.0,11.3,15.11,,153000.0
Apartment,1334.6,2.0,19.3,4.38,3.56,133400.0
Apartment,1308.9,2.0,1.8,40.48,2.01,50000.0
Bungalow,997.9,5.0,32.7,1.99,6.68,174900.0
Townhouse,1448.9,3.0,39.6,8.94,3.18,132100.0
Villa,1275.8,3.0,16.3,,3.5,253000.0
Apartment,400.0,4.0,0.4,13.24,9.08,50000.0
Apartment,2321.2,3.0,6.8,50.0,5.2,174600.0
Apartment,1935.5,2.0,26.1,17.1,4.53,167200.0
Townhouse,1349.5,2.0,24.5,8.11,7.51,126200.0
Apartment,1507.5,3.0,31.5,6.63,9.19,187700.0
Villa,1031.3,2.0,10.2,18.02,,192400.0
Apartment,2178.3,3.0,30.5,27.48,5.03,166200.0
Villa,2258.9,2.0,27.5,45.29,6.5,193100.0
Bungalow,1562.7,3.0,12.9,,3.87,234600.0
Bungalow,1909.4,1.0,21.8,47.01,7.95,60200.0
Apartment,1570.1,2.0,5.9,1.7,9.74,183200.0
Apartment,965.3,3.0,18.1,2.92,9.49,101800.0
Apartment,1335.3,5.0,35.2,0.93,,201600.0
Townhouse,1552.8,3.0,,3.17,,196100.0
Townhouse,1318.2,3.0,33.6,14.61,9.62,91500.0
Villa,1412.5,2.0,23.6,19.17,5.13,218900.0
Bungalow,1463.4,2.0,7.7,15.09,,160100.0
Bungalow,1467.6,1.0,23.2,9.97,7.36,131900.0
Apartment,1520.9,2.0,20.2,7.21,3.56,154900.0
Townhouse,1075.8,2.0,15.9,,3.41,104400.0
Villa,1213.2,2.0,4.8,4.96,8.91,182000.0
Apartment,986.2,4.0,16.7,18.41,2.46,83600.0
Villa,1891.1,1.0,2.9,11.31,1.58,267900.0
Apartment,657.7,3.0,,11.97,3.42,79200.0
Apartment,1961.4,3.0,16.6,7.68,6.46,195500.0
Bungalow,,3.0,12.2,21.65,,196900.0
Apartment,1379.1,3.0,37.0,2.9,5.24,113000.0
Bungalow,458.7,2.0,15.0,4.8,6.65,50000.0
Apartment,1355.5,,30.3,15.03,8.64,115100.0
Apartment,1474.3,4.0,21.2,6.79,,184000.0
Apartment,1095.8,4.0,28.2,22.0,8.36,78000.0
Apartment,,,10.4,4.25,3.11,155600.0
Bungalow,2112.1,1.0,37.7,4.61,7.09,228500.0
Apartment,1766.0,4.0,21.2,,4.88,164400.0
Villa,1130.2,2.0,33.3,6.24,2.03,223000.0
Villa,861.0,3.0,,7.26,7.43,172400.0
Bungalow,,3.0,4.0,4.05,,231300.0
Townhouse,1414.6,2.0,26.9,3.24,2.59,178600.0
Bungalow,,3.0,0.3,10.67,4.22,207400.0
Apartment,1285.9,3.0,19.0,1.28,6.88,138500.0
Apartment,1704.6,2.0,7.7,21.14,3.11,130300.0
Apartment,2274.1,3.0,25.1,15.11,2.65,263800.0
Villa,1826.2,4.0,39.2,2.12,1.09,320700.0
Apartment,1480.8,3.0,18.6,11.84,5.24,130900.0
Villa,1426.7,1.0,32.7,9.23,4.86,209100.0
Villa,1357.3,3.0,20.3,2.04,,257300.0
Apartment,1972.3,4.0,19.8,3.19,1.48,267200.0
Bungalow,1249.1,4.0,37.2,5.26,4.86,213900.0
Apartment,1518.1,3.0,35.6,12.01,8.09,149200.0
Apartment,1520.5,2.0,31.4,10.18,7.44,127000.0
Bungalow,1299.3,4.0,11.9,7.6,8.75,144000.0
Villa,951.0,3.0,21.8,14.63,1.09,170000.0
Bungalow,1629.2,1.0,9.0,14.19,9.7,158900.0
Villa,1475.6,3.0,17.8,9.62,4.07,224600.0
Apartment,1700.1,2.0,19.4,15.46,9.91,171100.0
Bungalow,1286.6,3.0,,,3.27,177700.0
Bungalow,1988.3,2.0,35.8,21.31,5.24,186800.0
Bungalow,1149.3,3.0,16.6,9.54,4.19,135900.0
Apartment,2184.8,5.0,0.7,17.28,,268100.0
Villa,800.9,4.0,34.5,7.9,8.58,137700.0
Apartment,1673.9,5.0,7.0,2.46,7.72,267400.0
Apartment,1690.2,,24.9,7.82,9.93,218500.0
Townhouse,1181.8,1.0,1.0,4.64,6.52,136000.0
Apartment,1669.8,3.0,16.0,11.96,5.17,143000.0
Townhouse,2011.8,3.0,39.4,6.46,1.81,244200.0
Villa,613.3,4.0,4.0,18.09,9.97,141600.0
Apartment,,2.0,16.9,11.33,5.96,169700.0
Villa,502.7,5.0,12.3,11.54,7.3,125300.0
Townhouse,1113.7,3.0,36.2,2.45,4.66,121600.0
Bungalow,2151.7,,34.8,41.51,,163500.0
Bungalow,1267.3,1.0,9.5,18.43,9.48,77000.0
Bungalow,,2.0,3.2,15.56,,145900.0
Bungalow,1420.8,4.0,25.1,4.01,3.63,173000.0
Bungalow,2327.2,1.0,13.5,7.67,2.37,288100.0
Apartment,767.3,4.0,26.9,1.47,,65800.0
Villa,1079.5,1.0,1.3,7.73,1.56,175200.0
Apartment,2099.0,3.0,5.3,1.58,1.73,232400.0
Townhouse,2243.1,3.0,,8.05,3.69,250500.0
Townhouse,1458.6,3.0,8.5,10.46,5.63,192100.0
Apartment,1004.4,3.0,34.3,4.95,4.66,110200.0
Bungalow,2338.3,2.0,2.3,6.9,1.4,279200.0
Townhouse,2137.8,2.0,,20.85,9.62,201500.0
Apartment,1771.6,1.0,39.9,,9.58,180500.0
Villa,1175.0,3.0,17.3,15.69,3.51,198300.0
Townhouse,1480.4,3.0,28.1,1.87,7.58,213400.0
Apartment,1435.9,,7.3,,6.21,208700.0
Bungalow,1632.3,3.0,24.4,2.05,3.14,243600.0
Apartment,2080.4,3.0,29.0,14.48,3.36,197200.0
Townhouse,1851.8,3.0,12.6,5.19,5.42,236200.0
Townhouse,1069.0,1.0,33.2,,4.77,50100.0
Townhouse,2050.6,2.0,24.1,7.44,3.62,237600.0
Villa,,5.0,15.6,0.5,8.27,294000.0
Townhouse,1774.8,4.0,22.3,12.61,5.33,205200.0
Bungalow,2086.6,2.0,23.1,1.17,6.89,241400.0
Apartment,,3.0,6.6,15.58,2.7,57900.0
Bungalow,1485.7,4.0,16.1,1.84,5.8,241500.0
Apartment,1287.4,3.0,13.7,4.24,3.86,124400.0
Villa,872.9,1.0,16.0,14.32,5.74,128000.0
Apartment,1638.7,1.0,30.4,30.84,8.03,68500.0
Apartment,2504.6,3.0,19.3,4.64,7.92,286800.0
Apartment,764.0,5.0,37.6,17.68,4.19,62400.0
Bungalow,1487.1,3.0,11.7,2.12,7.25,207700.0
Apartment,1756.2,1.0,16.6,,9.47,129600.0
Bungalow,1549.2,2.0,31.5,10.71,6.63,176200.0
Apartment,1454.7,4.0,21.8,2.14,,232600.0
Apartment,980.3,4.0,,3.6,7.12,122100.0
Villa,1593.1,3.0,2.1,1.41,1.94,304400.0
Bungalow,1197.3,3.0,15.9,4.83,8.85,132700.0
Apartment,624.0,1.0,10.8,,5.65,53800.0
Bungalow,1977.8,4.0,40.0,10.33,4.47,261800.0
Townhouse,1883.4,4.0,12.3,50.0,1.51,120000.0
Bungalow,1520.7,2.0,35.4,0.5,4.43,206500.0
Apartment,1591.6,,27.0,,9.13,161800.0
Apartment,1929.7,2.0,13.6,8.53,1.19,227800.0
Townhouse,1589.7,1.0,21.7,,5.27,118400.0
Apartment,1861.6,2.0,33.6,7.05,9.38,185900.0
Townhouse,1381.0,2.0,35.3,7.85,4.55,138700.0
Villa,2024.8,2.0,6.4,6.38,4.85,290400.0
Townhouse,,3.0,13.6,3.13,6.21,187100.0
Bungalow,1577.6,3.0,13.4,0.58,5.17,237100.0
Townhouse,992.0,3.0,1.7,5.25,2.52,186300.0
Apartment,1614.8,2.0,23.9,0.54,1.17,188700.0
Bungalow,1167.2,1.0,34.2,8.0,6.49,117100.0
Villa,1244.7,3.0,15.3,3.67,9.29,207400.0
Villa,1173.8,3.0,29.6,7.63,1.96,200800.0
Bungalow,1073.5,2.0,25.1,1.44,2.9,136800.0
Townhouse,2349.9,4.0,15.0,26.98,4.33,194600.0
Townhouse,,4.0,5.6,22.49,8.28,227600.0
Bungalow,2268.1,,28.4,2.11,3.42,273400.0
Villa,1010.8,3.0,34.2,4.21,8.94,175500.0
Villa,1528.5,2.0,27.4,9.51,1.49,221700.0
Bungalow,982.6,3.0,0.7,1.01,,124000.0
Apartment,1221.7,2.0,,4.38,6.05,152500.0
Apartment,,3.0,2.8,2.89,6.93,137200.0
Apartment,1995.8,1.0,22.8,24.71,4.31,122400.0
Apartment,1341.5,4.0,,19.14,8.04,94500.0
Apartment,1927.4,2.0,4.4,8.67,,197800.0
Apartment,1741.6,5.0,33.5,7.35,1.44,228600.0
Apartment,2421.5,4.0,22.2,26.7,4.56,234600.0
Apartment,908.2,3.0,27.6,26.95,8.68,52500.0
Townhouse,2003.7,4.0,38.9,34.84,7.79,107000.0
Villa,1958.6,3.0,3.3,1.34,5.65,331100.0
Apartment,1110.6,4.0,36.0,1.75,6.15,129100.0
Bungalow,1902.9,3.0,5.0,11.29,2.17,267200.0
Apartment,1634.5,4.0,15.7,7.8,8.57,187700.0
Townhouse,1409.0,3.0,34.1,0.5,8.08,175000.0
Bungalow,1170.4,5.0,36.3,0.64,6.91,194600.0
Apartment,1212.4,3.0,20.3,21.9,5.2,65200.0
Villa,2319.9,3.0,23.8,20.32,9.68,316000.0
Townhouse,1500.3,4.0,28.3,4.42,8.91,193000.0
Townhouse,1812.9,4.0,,22.17,6.8,185500.0
Villa,1183.6,3.0,4.9,9.01,4.35,245400.0
Bungalow,1188.1,2.0,32.4,16.39,6.56,109300.0
Apartment,1932.8,3.0,19.3,5.58,6.18,245400.0
Townhouse,960.2,5.0,18.0,1.2,4.55,167000.0
Apartment,1333.9,4.0,17.0,5.69,3.76,165100.0
Townhouse,1513.6,4.0,20.4,6.11,,194300.0
Bungalow,1544.5,1.0,37.8,8.01,6.17,152300.0
Bungalow,1428.4,3.0,21.9,1.12,4.85,192300.0
Villa,1658.3,3.0,38.1,47.56,,181400.0
Apartment,1777.1,4.0,7.2,2.8,7.85,225800.0
Apartment,1793.9,1.0,29.0,2.21,5.78,177900.0
Apartment,1105.7,4.0,32.5,7.48,1.61,145300.0
Apartment,1386.3,3.0,27.2,7.7,4.31,207000.0
Bungalow,1977.9,2.0,,5.79,8.96,199400.0
Apartment,1857.9,2.0,22.6,14.78,7.8,139200.0
Apartment,950.9,2.0,34.4,7.27,3.91,51800.0
Townhouse,1640.6,3.0,32.9,9.41,9.44,154800.0
Townhouse,708.7,1.0,4.9,12.86,1.69,57200.0
Townhouse,1518.8,2.0,33.9,0.5,9.65,145900.0
Townhouse,2259.1,4.0,16.6,8.45,3.21,273800.0
Apartment,1120.8,2.0,10.1,21.56,,83300.0
Apartment,1166.3,2.0,34.8,0.5,4.9,111400.0
Bungalow,1805.6,3.0,17.3,5.19,4.23,246700.0
Bungalow,882.9,3.0,32.3,26.07,,75500.0
Apartment,1246.9,4.0,10.5,4.36,,162200.0
Bungalow,1738.6,3.0,,6.14,8.58,238400.0
Apartment,1246.3,4.0,,39.92,4.61,73200.0
Apartment,1405.6,,4.0,2.22,4.87,181200.0
Villa,1797.7,2.0,30.2,0.67,2.33,296100.0
Villa,,2.0,11.0,19.62,1.43,224700.0
Villa,1606.7,3.0,17.7,20.28,,213200.0
Apartment,1364.4,3.0,3.5,6.39,1.58,161000.0
Townhouse,1648.0,4.0,11.5,7.22,7.6,214600.0
Apartment,1450.5,,31.3,18.07,5.85,122700.0
Apartment,1683.1,3.0,6.1,13.42,2.79,196400.0
Townhouse,1301.2,2.0,25.9,3.08,5.86,117300.0
Townhouse,,2.0,36.7,0.5,2.65,199400.0
Townhouse,1104.0,3.0,27.2,6.53,4.95,116000.0
Bungalow,1486.0,3.0,32.4,19.58,8.2,113600.0
Bungalow,1175.6,3.0,4.4,22.62,5.16,106600.0
Villa,1054.4,2.0,10.0,31.29,,178000.0
Apartment,1603.5,3.0,35.8,21.17,7.51,108200.0
Villa,1585.1,4.0,,8.68,2.68,272700.0
Apartment,1813.1,2.0,25.6,5.88,7.65,172700.0
Apartment,1327.5,3.0,26.6,14.91,5.31,112100.0
Bungalow,1663.2,5.0,16.6,13.46,,210000.0
Villa,1720.3,2.0,1.8,7.73,8.66,260600.0
Apartment,1677.9,3.0,31.4,0.91,7.38,209900.0
Apartment,1169.7,1.0,27.1,26.05,1.3,54700.0
Bungalow,1559.7,3.0,18.9,6.08,3.67,187600.0
Apartment,1645.7,1.0,36.0,4.52,8.84,128700.0
Townhouse,1502.9,5.0,13.4,9.93,1.16,203200.0
Villa,665.4,4.0,11.8,11.2,5.91,157800.0
Villa,1564.2,4.0,,2.37,7.55,299600.0
Villa,2385.0,4.0,31.9,18.14,6.6,326500.0
Bungalow,,3.0,20.6,3.42,7.84,174000.0
Apartment,1208.8,3.0,5.2,2.07,7.53,176700.0
Bungalow,1649.3,4.0,8.6,5.22,7.23,246600.0
Villa,1625.0,5.0,26.2,13.11,8.39,275500.0
Apartment,1977.1,3.0,15.4,33.66,6.81,175500.0
Townhouse,996.9,5.0,33.5,16.57,4.62,119500.0
Bungalow,,3.0,38.0,28.19,5.25,115800.0
Bungalow,1736.2,3.0,32.2,1.52,7.45,239500.0
Townhouse,1443.1,3.0,15.1,,8.89,141000.0
Townhouse,1635.5,2.0,31.5,8.16,3.45,181300.0
Bungalow,1911.8,1.0,14.1,3.43,4.08,196500.0
Bungalow,1848.9,2.0,6.7,17.61,9.38,168800.0
Bungalow,1042.8,3.0,1.3,11.15,6.21,123900.0
Bungalow,1828.1,3.0,15.4,35.31,2.61,144900.0
Bungalow,1474.1,3.0,36.1,2.94,6.97,180200.0
Bungalow,1529.1,5.0,9.6,6.65,9.92,234700.0
Apartment,1529.3,3.0,8.3,6.96,,145600.0
Townhouse,1439.9,3.0,38.8,2.73,7.71,170300.0
Townhouse,1976.7,2.0,1.0,8.92,2.87,209200.0
Apartment,1466.5,1.0,31.4,5.86,8.89,108400.0
Bungalow,1052.2,4.0,,5.92,5.73,165600.0
Apartment,1342.6,3.0,1.5,4.51,9.0,125900.0
Apartment,1571.5,4.0,36.7,0.5,3.97,176600.0
Bungalow,1991.7,2.0,5.6,7.38,1.56,267700.0
Apartment,1741.2,3.0,22.1,4.08,5.28,222000.0
Bungalow,1159.8,2.0,11.0,0.5,3.43,166900.0
Bungalow,2494.1,2.0,,3.68,7.44,298000.0
Villa,1605.9,1.0,2.0,3.27,9.61,241600.0
Apartment,2010.2,2.0,4.6,5.0,7.22,216200.0
Apartment,1439.3,2.0,2.9,1.41,8.98,156000.0
Bungalow,1713.3,2.0,30.4,7.09,5.08,148200.0
Townhouse,1835.8,5.0,19.4,11.79,7.94,197100.0
Bungalow,1987.3,2.0,13.7,9.95,8.59,200500.0
Apartment,1922.9,2.0,16.7,16.28,,167000.0
Bungalow,1848.9,2.0,37.2,6.01,,216700.0
Villa,1374.0,3.0,36.4,7.32,6.63,235900.0
Bungalow,1271.3,1.0,28.6,16.63,7.3,99300.0
Apartment,1633.0,4.0,35.4,5.58,3.28,172400.0
Bungalow,1873.3,5.0,12.8,12.09,8.29,272900.0
Villa,1410.9,2.0,15.2,5.7,9.55,241800.0
Townhouse,1926.1,3.0,24.5,5.41,5.19,201700.0
Apartment,2081.0,1.0,24.9,14.28,7.31,176800.0
Bungalow,,3.0,19.3,1.92,7.63,143200.0
Townhouse,1165.2,3.0,16.0,4.13,6.96,139400.0
Apartment,,2.0,39.4,2.54,5.92,163300.0
Townhouse,1623.0,2.0,32.8,4.45,8.93,201900.0
Bungalow,,3.0,17.4,2.62,5.04,198100.0
Apartment,2040.9,3.0,29.1,8.66,,239100.0
Apartment,1669.6,2.0,10.8,16.0,8.6,125800.0
Bungalow,1515.8,,4.0,15.45,7.07,173900.0
Apartment,925.6,3.0,14.1,4.53,8.64,118100.0
Villa,973.7,4.0,16.1,44.88,2.25,104300.0
Apartment,1612.4,2.0,0.7,9.01,1.28,163300.0
Bungalow,647.0,4.0,32.6,5.1,9.41,56000.0
Apartment,1905.1,3.0,14.4,18.05,2.33,203200.0
Townhouse,1436.7,2.0,23.2,13.09,8.29,123300.0
Townhouse,2797.2,3.0,3.0,13.83,8.41,291100.0
Townhouse,2423.2,3.0,7.0,2.18,7.38,316700.0
Bungalow,1427.4,5.0,35.6,6.32,2.18,212400.0
Apartment,1457.5,2.0,24.3,19.79,7.01,92600.0
Bungalow,1898.2,3.0,38.0,7.01,9.0,216400.0
Apartment,2181.3,3.0,40.0,11.5,4.83,215900.0
Apartment,844.8,5.0,14.9,8.87,4.72,118200.0
Apartment,785.4,2.0,12.0,18.47,,55900.0
Villa,1251.2,5.0,34.3,3.35,1.74,248100.0
Bungalow,1733.1,5.0,39.9,8.57,9.03,231000.0
Bungalow,1698.7,2.0,25.2,1.32,,205400.0
Villa,1927.9,4.0,31.8,11.72,9.98,283400.0
Apartment,1020.1,5.0,,13.17,6.27,124600.0
Townhouse,573.5,2.0,14.2,0.5,7.76,60200.0
Villa,1843.2,3.0,23.0,11.26,2.82,299200.0
Villa,1168.7,3.0,33.3,5.36,7.01,218800.0
Apartment,692.6,2.0,27.5,1.32,6.85,50000.0
Bungalow,1558.0,1.0,0.8,5.45,9.11,174800.0
Bungalow,1817.3,,13.5,2.16,8.48,215900.0
Apartment,1451.2,,5.8,5.37,9.45,134700.0
Apartment,1316.9,3.0,9.3,4.85,8.82,132100.0
Bungalow,1436.3,2.0,36.2,13.41,8.82,138200.0
Bungalow,1351.8,4.0,1.5,14.88,1.57,192200.0
Apartment,960.8,4.0,8.8,9.34,8.61,106300.0
Townhouse,1214.1,1.0,12.4,0.5,6.47,126800.0
Apartment,1708.5,3.0,,26.74,4.42,97700.0
Villa,1628.7,3.0,21.4,11.59,1.51,269600.0
Townhouse,1567.2,5.0,8.7,0.5,7.1,230100.0
Villa,1101.9,1.0,6.6,17.08,3.95,161700.0
Bungalow,1427.4,2.0,9.5,2.23,5.21,177100.0
Apartment,629.2,5.0,20.1,8.66,7.14,52000.0
Apartment,1571.4,5.0,10.8,6.29,9.21,205000.0
Townhouse,2071.5,4.0,37.9,5.44,8.43,234100.0
Villa,910.3,4.0,18.6,22.05,5.06,157000.0
Townhouse,,1.0,2.4,5.75,4.49,124800.0
Apartment,1631.6,3.0,29.2,0.78,,201100.0
Apartment,2001.1,2.0,13.2,29.31,4.35,139200.0
Apartment,1320.7,2.0,26.1,25.32,,62100.0
Bungalow,1223.1,4.0,11.2,11.53,9.74,157100.0
Apartment,712.4,,22.8,6.31,6.17,50000.0
Townhouse,,3.0,30.9,0.97,2.15,206300.0
Villa,2316.8,5.0,37.1,15.64,4.18,359000.0
Townhouse,1610.9,2.0,10.4,0.78,5.92,180400.0
Apartment,1491.1,5.0,13.4,0.71,5.8,187800.0
Townhouse,1628.8,5.0,18.6,7.71,1.32,281300.0
Bungalow,1495.6,3.0,,1.75,9.56,171900.0
Bungalow,1174.8,2.0,36.1,0.5,3.48,170000.0
Bungalow,1829.3,2.0,3.6,5.5,1.15,285400.0
Bungalow,1590.3,3.0,5.3,1.48,1.69,257800.0
Bungalow,1507.0,2.0,19.8,1.75,6.22,184800.0
Apartment,1109.9,2.0,4.3,0.8,2.24,138300.0
Apartment,2021.4,5.0,13.8,2.3,1.38,271600.0
Townhouse,1765.9,2.0,5.9,12.57,4.42,201200.0
Bungalow,1278.8,4.0,25.4,16.55,6.6,156000.0
Bungalow,1900.7,1.0,38.0,6.02,2.01,207700.0
Villa,1301.0,3.0,39.9,7.06,3.82,203900.0
Apartment,1187.2,5.0,15.0,0.5,4.76,153000.0
Apartment,1196.1,2.0,24.0,0.72,2.44,159300.0
Bungalow,791.6,2.0,34.3,,5.55,99100.0
Villa,1688.6,3.0,4.7,7.85,1.77,299000.0
Apartment,767.5,4.0,27.6,13.45,1.42,65800.0
Villa,1008.6,3.0,16.4,9.29,,158000.0
Apartment,,2.0,8.2,4.98,3.23,87700.0
Villa,1465.6,2.0,16.1,1.26,1.86,267400.0
Apartment,1439.9,5.0,3.0,15.18,4.82,189600.0
Bungalow,1369.3,5.0,27.8,4.52,9.24,187200.0
Apartment,1083.0,3.0,10.1,13.32,7.52,85100.0
Villa,1031.1,4.0,12.5,7.19,8.34,216800.0
Apartment,1685.7,,4.8,13.42,8.85,173900.0
Apartment,1279.8,3.0,34.6,23.78,9.75,76900.0
Apartment,,2.0,19.7,25.39,7.87,91800.0
Villa,1145.9,3.0,22.9,7.66,,214400.0
Bungalow,1572.4,3.0,22.8,7.16,4.29,225800.0
Apartment,2021.3,1.0,16.4,3.09,2.63,217500.0
Bungalow,1734.5,3.0,7.7,27.46,7.18,147900.0
Townhouse,1335.0,4.0,29.8,6.12,9.95,174000.0
Bungalow,1602.9,3.0,5.1,1.36,5.21,216800.0
Apartment,1403.7,3.0,4.2,5.67,7.51,166900.0
Villa,1503.2,5.0,28.4,1.36,5.46,294100.0
Apartment,1369.8,1.0,8.4,6.98,4.89,87800.0
Apartment,1434.3,3.0,12.3,8.24,4.69,180100.0
Townhouse,1584.8,4.0,19.0,4.12,5.54,151000.0
Apartment,1102.7,3.0,18.0,0.74,4.3,99200.0
Villa,,2.0,28.3,,7.74,120400.0
Bungalow,944.6,2.0,24.9,14.84,8.87,81400.0
Bungalow,859.9,4.0,25.8,18.26,8.95,67000.0
Villa,,3.0,28.6,4.57,,209300.0
Apartment,,4.0,11.7,14.31,9.06,102000.0
Apartment,1142.9,3.0,12.9,6.64,4.07,143600.0
Villa,1705.4,3.0,17.5,2.24,3.78,304100.0
Apartment,1513.9,4.0,12.3,1.33,7.54,190500.0
Apartment,,3.0,39.4,4.23,,73600.0
Apartment,1762.0,3.0,32.6,1.48,,229600.0
Apartment,1824.3,3.0,6.6,50.0,4.36,82600.0
Apartment,1102.5,4.0,0.2,0.5,7.49,113300.0
Apartment,1668.1,3.0,1.7,5.82,3.94,245000.0
Villa,1157.4,3.0,9.8,6.02,6.67,238300.0
Bungalow,1539.1,1.0,4.6,3.58,6.94,153200.0
Bungalow,994.2,5.0,21.3,8.47,7.6,140900.0
Apartment,782.8,1.0,34.3,1.62,9.07,50000.0
Apartment,1346.9,3.0,29.5,15.32,4.89,137900.0
Apartment,1450.5,3.0,8.6,4.04,2.5,139500.0
Bungalow,1340.9,3.0,16.0,8.95,3.87,165600.0
Bungalow,1026.4,3.0,20.3,12.58,4.89,85500.0
Apartment,1340.0,1.0,32.4,21.99,7.43,50000.0
Townhouse,1607.7,3.0,33.6,18.07,1.12,153000.0
Apartment,1482.0,4.0,36.4,9.37,3.84,167800.0
Villa,1573.0,4.0,20.4,4.92,8.02,259600.0
Bungalow,,2.0,27.8,7.0,7.04,119800.0
Townhouse,1968.7,4.0,4.5,14.64,7.59,232100.0
Bungalow,1029.5,3.0,22.6,21.0,8.31,90100.0
Bungalow,1695.0,4.0,9.9,1.1,8.05,254000.0
Apartment,1972.8,3.0,17.3,4.86,7.14,216400.0
Bungalow,1692.4,3.0,25.4,14.97,4.96,179200.0
Apartment,1419.0,5.0,10.3,5.65,9.85,171400.0
Townhouse,,4.0,2.1,4.04,6.12,187000.0
Villa,1914.4,3.0,0.4,5.3,2.82,283800.0
Bungalow,930.8,2.0,0.9,9.23,3.64,126900.0
Villa,1112.0,3.0,0.3,50.0,7.24,85500.0
Bungalow,1341.0,3.0,4.4,6.79,,167300.0
Villa,1995.1,2.0,9.6,2.34,2.61,324200.0
Bungalow,1651.9,2.0,8.8,1.78,1.74,180200.0
Apartment,1112.8,4.0,39.5,0.5,8.93,117800.0
Apartment,1375.9,1.0,12.2,8.18,9.24,138300.0
Apartment,1254.3,3.0,5.1,7.87,3.49,145700.0
Apartment,1216.1,2.0,21.8,2.3,4.4,124400.0
Townhouse,1891.6,2.0,34.3,11.89,6.94,176800.0
Apartment,951.3,1.0,27.1,13.51,3.97,56300.0
Townhouse,2143.5,2.0,11.8,3.0,,249900.0
Apartment,1831.3,4.0,22.5,4.22,1.97,233400.0
Apartment,1936.3,4.0,28.6,46.53,1.34,131600.0
Bungalow,1314.8,2.0,29.1,4.69,2.88,201200.0
Bungalow,1440.0,3.0,,14.3,3.57,187400.0
Villa,926.7,3.0,34.8,6.03,2.02,239400.0
Villa,1290.1,4.0,34.8,15.77,1.59,210600.0
Bungalow,1697.5,4.0,23.2,14.65,,230500.0
Apartment,2018.4,,17.2,11.02,2.48,209800.0
Townhouse,1057.1,3.0,,19.29,9.23,71300.0
Townhouse,1353.8,4.0,,28.0,4.31,119500.0
Bungalow,,1.0,0.2,8.67,,143300.0
Apartment,941.7,3.0,39.7,2.71,3.03,109700.0
Bungalow,1736.5,5.0,7.3,5.09,3.16,290000.0
Apartment,1210.4,4.0,18.8,14.2,6.17,104400.0
Apartment,1421.8,3.0,34.9,10.52,6.05,165800.0
Apartment,1319.2,3.0,,1.96,7.92,123600.0
Villa,1184.3,2.0,19.1,0.53,7.82,248500.0
Townhouse,1497.2,3.0,5.3,11.49,,179400.0
Bungalow,1413.8,3.0,15.8,2.89,5.04,196100.0
Bungalow,1351.3,3.0,7.1,,9.02,158700.0
Villa,1208.6,4.0,14.5,13.73,6.6,200100.0
Apartment,1627.8,4.0,14.9,8.27,9.91,170700.0
Apartment,2161.4,2.0,39.7,0.87,8.37,222500.0
Townhouse,1556.0,3.0,39.8,2.05,1.4,225200.0
Apartment,1898.4,3.0,4.6,2.48,3.89,276900.0
Townhouse,943.9,3.0,29.0,2.98,6.15,114200.0
Villa,1563.1,2.0,2.1,8.33,7.49,224700.0
Villa,1061.1,3.0,1.2,7.01,5.95,196000.0
Bungalow,909.2,4.0,4.2,2.27,8.08,144200.0
Villa,1204.3,3.0,38.6,0.7,3.54,213400.0
Townhouse,1976.8,5.0,37.6,1.88,2.66,253600.0
Townhouse,1880.0,,7.8,41.59,1.49,207900.0
Villa,1597.2,2.0,6.5,6.32,6.16,260900.0
Apartment,886.9,,9.6,20.2,7.2,50000.0
Villa,1421.5,5.0,20.6,18.89,3.94,259200.0
Townhouse,1620.7,5.0,22.8,7.16,6.52,187000.0
Apartment,1570.2,1.0,8.9,12.27,1.47,124400.0
Bungalow,762.5,1.0,30.3,2.14,1.89,81300.0
Bungalow,,2.0,12.4,11.66,7.32,149900.0
Bungalow,,5.0,36.9,3.18,4.31,221600.0
Apartment,1714.5,2.0,26.3,17.84,,82100.0
Bungalow,621.5,3.0,17.5,0.87,8.49,118500.0
Townhouse,1435.2,4.0,,14.83,,131100.0
Apartment,1557.2,1.0,32.7,1.05,2.55,125200.0
Apartment,1839.8,3.0,11.6,21.3,5.38,158200.0
Townhouse,1777.1,2.0,13.6,3.63,,205500.0
Apartment,1733.0,4.0,37.4,10.62,7.97,183600.0
Townhouse,1180.0,2.0,6.6,,8.06,152000.0
Villa,736.8,,1.7,4.56,3.05,169600.0
Apartment,1342.8,3.0,,10.37,2.73,145900.0
Townhouse,1900.7,2.0,32.0,29.47,6.31,114400.0
Villa,2057.4,1.0,30.9,0.5,7.67,263400.0
Villa,1784.2,3.0,36.8,25.11,3.87,247600.0
Apartment,1671.7,2.0,21.3,9.39,1.94,183300.0
Villa,1651.9,4.0,4.0,16.47,7.45,262700.0
Apartment,1277.6,4.0,23.5,4.84,3.7,170800.0
Apartment,,3.0,31.1,6.38,2.5,150400.0
Townhouse,2167.6,3.0,3.7,20.31,2.33,212900.0
Apartment,1123.0,3.0,6.9,5.36,3.83,135700.0
Bungalow,2145.9,4.0,0.5,7.65,6.33,312200.0
Apartment,1371.2,3.0,23.7,0.5,4.23,201400.0
Bungalow,2030.2,,35.5,1.73,1.19,281800.0
Apartment,937.3,2.0,26.8,10.26,1.87,81400.0
